entity_id,title,authors,venue,year,abstract,doi
464,Data Fusion Over Web Data,"Johnson, K.",NAACL,2008,We study the problem of data fusion over web data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1464/naacl.2008.00464
465,Explainable AI: A Context-Aware Approach,"Nguyen, M. and Thompson, A.",AAAI,2009,We present a novel approach for explainable ai: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1465/aaai.2009.00465
466,Data Profiling for Heterogeneous Sources,"Yamamoto, R. and Chen, S. and Thomas, P.",IJCAI,2010,We introduce a new method for data profiling for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1466/ijcai.2010.00466
467,Towards Semi-Supervised Entity Resolution,"Harris, M. and Silva, W. and Lee, A. and Nakamura, D.",CIKM,2011,We study the problem of towards semi-supervised entity resolution. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1467/cikm.2011.00467
468,Multi-Source Record Linkage at Scale,"Nakamura, D.",SIGIR,2012,This work addresses the problem of multi-source record linkage at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1468/sigir.2012.00468
469,Information Extraction: Challenges and Opportunities,"Garcia, L. and Rossi, R.",WWW,2013,We introduce a new method for information extraction: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1469/www.2013.00469
470,A Generative Framework for Text Classification,"Brown, M. and Dubois, T. and Thompson, A.",WSDM,2014,This work addresses the problem of a generative framework for text classification. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1470/wsdm.2014.00470
471,Dense Retrieval via Social Networks,"Kovacs, A. and Ferreira, E. and Zhang, N. and White, P.",TKDE,2015,We present a novel approach for dense retrieval via social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1471/tkde.2015.00471
472,Improving Matrix Factorisation with Probabilistic Models,"Taylor, D.",TODS,2016,We introduce a new method for improving matrix factorisation with probabilistic models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1472/tods.2016.00472
473,Discriminative Differential Privacy: A Survey,"Johansson, N. and Yamamoto, R.",TKDD,2017,We introduce a new method for discriminative differential privacy: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1473/tkdd.2017.00473
474,Contrastive Learning in the Wild,"Petrov, M. and Nakamura, D. and Ferreira, E.",VLDBJ,2018,This work addresses the problem of contrastive learning in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1474/vldbj.2018.00474
475,Weak Supervision with Adaptive Constraints,"Kumar, P. and Brown, M. and Nguyen, M. and Dubois, T.",IS,2019,We study the problem of weak supervision with adaptive constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1475/is.2019.00475
476,Robust Bloom Filters for Spatial Data,"Martinez, J.",JMLR,2020,"In this paper, we propose robust bloom filters for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1476/jmlr.2020.00476
477,Column Stores: From Theory to Practice,"O'Brien, O. and Petrov, M.",AIJ,2021,We study the problem of column stores: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1477/aij.2021.00477
478,Learning-Based Causal Inference,"Thomas, P. and Martinez, J. and Petrov, M.",DMKD,2022,"In this paper, we propose learning-based causal inference. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1478/dmkd.2022.00478
479,Duplicate Detection Over Open Government Data,"Sharma, A. and Thomas, P. and O'Brien, O. and Martinez, J.",KAIS,2023,We introduce a new method for duplicate detection over open government data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1479/kais.2023.00479
480,Query Processing: A Scalable Approach,"Smith, J.",VLDB,2000,This work addresses the problem of query processing: a scalable approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1480/vldb.2000.00480
481,Schema Matching for Financial Transactions,"Lee, A. and Wilson, A.",SIGMOD,2001,"In this paper, we propose schema matching for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1481/sigmod.2001.00481
482,Towards Parallel Graph Neural Networks,"Wilson, A. and White, P. and Müller, Y.",ICDE,2002,We study the problem of towards parallel graph neural networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1482/icde.2002.00482
483,Efficient Relation Extraction at Scale,"Fischer, S. and Müller, Y. and Cohen, S. and Chen, S.",EDBT,2003,This work addresses the problem of efficient relation extraction at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1483/edbt.2003.00483
484,Topic Modelling: Challenges and Opportunities,"White, P.",PODS,2004,"In this paper, we propose topic modelling: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1484/pods.2004.00484
485,A Context-Aware Framework for Collaborative Filtering,"Kim, E. and Thompson, A.",ICDM,2005,"In this paper, we propose a context-aware framework for collaborative filtering. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1485/icdm.2005.00485
486,Time Series Forecasting via Heterogeneous Sources,"Müller, Y. and Chen, S. and Rossi, R.",KDD,2006,"In this paper, we propose time series forecasting via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1486/kdd.2006.00486
487,Improving Transfer Learning with Semi-Supervised Models,"Li, L. and Silva, W. and Jackson, G. and Nakamura, D.",SDM,2007,We present a novel approach for improving transfer learning with semi-supervised models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1487/sdm.2007.00487
488,Multi-Source Active Learning: A Survey,"Tanaka, C.",NeurIPS,2008,We present a novel approach for multi-source active learning: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1488/neurips.2008.00488
489,Scalable Indexing in the Wild,"Cohen, S. and Rossi, R.",ICML,2009,"In this paper, we propose scalable indexing in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1489/icml.2009.00489
490,Stream Processing with Generative Constraints,"Thompson, A. and Dubois, T. and Brown, M.",ICLR,2010,We present a novel approach for stream processing with generative constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1490/iclr.2010.00490
491,Robust Truth Discovery for Social Networks,"Okonkwo, I. and Ferreira, E. and Johansson, N. and White, P.",CVPR,2011,We study the problem of robust truth discovery for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1491/cvpr.2011.00491
492,Data Cleaning: From Theory to Practice,"Chen, S.",ACL,2012,"In this paper, we propose data cleaning: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1492/acl.2012.00492
493,Learning-Based Data Wrangling,"Zhang, N. and Yamamoto, R.",EMNLP,2013,This work addresses the problem of learning-based data wrangling. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1493/emnlp.2013.00493
494,Data Integration Over IoT Sensor Data,"Silva, W. and Nakamura, D. and Wilson, A.",NAACL,2014,We introduce a new method for data integration over iot sensor data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1494/naacl.2014.00494
495,Knowledge Graph Embedding: A Adaptive Approach,"Anderson, E. and Brown, M. and Kim, E. and Dubois, T.",AAAI,2015,"In this paper, we propose knowledge graph embedding: a adaptive approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1495/aaai.2015.00495
496,Named Entity Recognition for Spatial Data,"Deng, C.",IJCAI,2016,"In this paper, we propose named entity recognition for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1496/ijcai.2016.00496
497,Towards Hybrid Sentiment Analysis,"Hernandez, J. and Petrov, M.",CIKM,2017,This work addresses the problem of towards hybrid sentiment analysis. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1497/cikm.2017.00497
498,Joint Approximate Nearest Neighbour at Scale,"Rossi, R. and Martinez, J. and Silva, W.",SIGIR,2018,We present a novel approach for joint approximate nearest neighbour at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1498/sigir.2018.00498
499,Anomaly Detection: Challenges and Opportunities,"Patel, F. and Thomas, P. and Hernandez, J. and Martinez, J.",WWW,2019,We present a novel approach for anomaly detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1499/www.2019.00499
